subset,model,word_rep_mode,feature,pos,class,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,0,319.6400146484375,309.45001220703125,329.7749938964844,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,1,339.8999938964844,331.2250061035156,348.7749938964844,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,2,347.260009765625,339.2250061035156,356.54998779296875,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,3,349.8800048828125,342.2250061035156,359.32501220703125,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,4,352.6199951171875,345.2250061035156,361.54998779296875,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,5,353.0400085449219,346.0,362.54998779296875,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,6,353.3599853515625,347.0,362.54998779296875,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,7,353.55999755859375,347.0,363.1000061035156,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,8,354.5199890136719,348.0,364.1000061035156,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,9,356.7200012207031,350.0,365.875,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,10,358.8999938964844,352.2250061035156,368.6499938964844,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,11,360.94000244140625,354.2250061035156,370.875,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-6,lpca99,12,364.29998779296875,357.2250061035156,374.1000061035156,789,en_ewt-ud-train_sentences.csv
PROPN_head_dist,bert-base-uncased,first,head_dist,PROPN,-5,lpca99,0,171.27999877929688,161.22500610351562,178.0,358,en_ewt-ud-train_sentences.csv
