subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,length,1,iso,0,0.0045177992433309555,0.00447307713329792,0.004557118751108646,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,1,0.0050337957218289375,0.004995540250092745,0.005082149524241686,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,2,0.005007302854210138,0.0049630519933998585,0.005056927911937237,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,3,0.005593727808445692,0.005536231677979231,0.005655951332300901,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,4,0.0061224037781357765,0.00606490159407258,0.006190738640725613,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,5,0.00629303976893425,0.006240062415599823,0.006352091208100319,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,6,0.007097810506820679,0.007034670561552048,0.007167826872318983,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,7,0.0071869404055178165,0.0071195014752447605,0.007256221957504749,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,8,0.007839486934244633,0.007770186755806208,0.007913867942988873,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,9,0.008341643959283829,0.00827790517359972,0.008416710421442986,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,10,0.009539029560983181,0.009469887241721153,0.009637121111154556,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,11,0.01122506894171238,0.011095830239355564,0.011339310556650162,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,iso,12,0.001998153980821371,0.001975694205611944,0.0020156840328127146,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,0,0.004613008350133896,0.004581438843160868,0.004664072301238775,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,1,0.010166669264435768,0.010053103789687157,0.010299893096089363,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,2,0.012236757203936577,0.012113217264413834,0.012344195507466793,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,3,0.015229794196784496,0.015059751458466053,0.01536953542381525,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,4,0.019245445728302002,0.01906784623861313,0.019437257200479507,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,5,0.022256070747971535,0.022049780935049057,0.022482069209218025,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,6,0.02403060719370842,0.023766852915287018,0.024277202785015106,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,7,0.02524508163332939,0.0249798521399498,0.025493547320365906,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,8,0.026099584996700287,0.025788892060518265,0.02641107514500618,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,9,0.02714136429131031,0.02679751254618168,0.027520405128598213,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,10,0.02731333300471306,0.026946088299155235,0.027652312070131302,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,11,0.014918866567313671,0.014680134132504463,0.015089485794305801,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,iso,12,0.0017838525818660855,0.0017720633186399937,0.0017956808442249894,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,0,0.005457555875182152,0.005415863823145628,0.00550863379612565,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,1,0.011294889263808727,0.01118544116616249,0.01140364445745945,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,2,0.011840459890663624,0.011714673601090908,0.011972569860517979,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,3,0.01411065086722374,0.013945679180324078,0.014282279647886753,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,4,0.016946714371442795,0.016743797808885574,0.01715802401304245,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,5,0.01903568208217621,0.01879820041358471,0.019285080954432487,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,6,0.020699357613921165,0.02042238414287567,0.020961282774806023,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,7,0.022087223827838898,0.021790698170661926,0.022338945418596268,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,8,0.02303447015583515,0.02272575907409191,0.023272721096873283,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,9,0.02441783994436264,0.024147823452949524,0.024667302146553993,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,10,0.022693557664752007,0.022420112043619156,0.02298388071358204,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,11,0.014849411323666573,0.01467670314013958,0.015008517540991306,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,3,iso,12,0.0017930460162460804,0.0017797710606828332,0.0018078747671097517,33973,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,0,0.006787717808037996,0.006745652295649052,0.0068228417076170444,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,1,0.015082964673638344,0.014971485361456871,0.015262111090123653,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,2,0.019999084994196892,0.019805923104286194,0.020198330283164978,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,3,0.024426991119980812,0.024165328592061996,0.024675676599144936,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,4,0.029140610247850418,0.028836699202656746,0.029430454596877098,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,5,0.031985677778720856,0.03163181245326996,0.032387085258960724,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,6,0.03472595289349556,0.034323714673519135,0.03530127555131912,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,7,0.035677529871463776,0.03518693894147873,0.03619169443845749,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,8,0.03291963413357735,0.032492559403181076,0.0334382988512516,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,9,0.033012475818395615,0.03260517120361328,0.033514220267534256,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,10,0.02598438784480095,0.025715259835124016,0.02637850120663643,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,11,0.014792375266551971,0.01461330521851778,0.014988619834184647,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,4,iso,12,0.0018407489405944943,0.001826515537686646,0.0018552109831944108,31213,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,0,0.008159331046044827,0.008070508949458599,0.008238516747951508,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,1,0.01804310269653797,0.017777573317289352,0.018337486311793327,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,2,0.024128759279847145,0.023760244250297546,0.024446338415145874,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,3,0.026763632893562317,0.026387052610516548,0.02716018818318844,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,4,0.02929999679327011,0.028942985460162163,0.029835563153028488,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,5,0.030468594282865524,0.030138470232486725,0.030968541279435158,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,6,0.03188576176762581,0.031465526670217514,0.03243250399827957,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,7,0.03075122833251953,0.0302744060754776,0.03156713768839836,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,8,0.028694726526737213,0.02824774570763111,0.029538925737142563,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,9,0.032375264912843704,0.03188544884324074,0.03335699439048767,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,10,0.031030826270580292,0.03064514324069023,0.031560905277729034,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,11,0.01754845678806305,0.017272846773266792,0.018016641959547997,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,5,iso,12,0.0018039100104942918,0.0017828530399128795,0.0018325215205550194,18028,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,0,0.00865709688514471,0.008549033664166927,0.00874799583107233,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,1,0.018645817413926125,0.018405720591545105,0.01893949881196022,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,2,0.029075032100081444,0.028420472517609596,0.029729172587394714,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,3,0.030847329646348953,0.030299654230475426,0.031460922211408615,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,4,0.03352181985974312,0.03297114372253418,0.03423301875591278,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,5,0.034444838762283325,0.0337459072470665,0.03515682741999626,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,6,0.03496856987476349,0.034255728125572205,0.035710420459508896,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,7,0.033134590834379196,0.03256016969680786,0.033721547573804855,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,8,0.030481994152069092,0.029907936230301857,0.031035710126161575,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,9,0.034537844359874725,0.03388383612036705,0.03506912663578987,13729,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,6,iso,10,0.036270298063755035,0.03558025509119034,0.03684106469154358,13729,last,en_ewt-ud-train_sentences.csv
