model,metric,class_group,layer,mean,ci_low,ci_high,se,n_tokens,pos_members,n_pos_members,ci_method,aggregation
bert-base-uncased,gride,Open classes,0,14.324889658259302,13.345068320157713,15.30471099636089,0.49990884597019875,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,1,15.82073177942308,14.574007085278105,17.067456473568054,0.6360840276249871,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,2,15.478188286463308,14.789752134187712,16.166624438738904,0.3512429348344876,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,3,16.987884330076316,16.26446907442079,17.71129958573184,0.3690894161507784,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,4,18.310364724805783,17.75362199293464,18.867107456676926,0.2840524142199711,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,5,18.430586458732705,17.919177177914285,18.941995739551125,0.26092310245837724,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,6,19.62312993698151,19.138112166569634,20.108147707393385,0.24745804612850764,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,7,20.367476109338774,20.011571148316726,20.723381070360823,0.18158416378675865,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,8,20.97740386527411,20.750332948313876,21.204474782234342,0.11585250865318099,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,9,22.620839017382345,22.37026583436151,22.871412200403178,0.1278434607249154,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,10,22.465589681372755,22.24876330263326,22.68241606011225,0.11062570343851776,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
bert-base-uncased,gride,Open classes,11,23.364478945576234,23.143726714907665,23.585231176244804,0.11262868911661758,86415,"ADJ,ADV,INTJ,NOUN,PROPN,VERB",6,normal_approx_from_pos_level_ci,token_weighted_mean_of_pos_curves
