model,metric,metric_label,layer,open_mean,closed_mean,open_minus_closed,ci_low,ci_high,se,z_value,p_value_two_sided,support,ci_method,hypothesis,aggregation
bert-base-uncased,iso,isoscore,0,0.20785422400696257,0.01672437982203979,0.1911298441849228,0.1884023871428063,0.19385730122703929,0.001391559715365564,137.34936566104375,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,1,0.20276951602873666,0.02106621911195742,0.18170329691677925,0.17909948300083217,0.18430711083272633,0.0013284764877280956,136.77569651798697,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,2,0.19957279768741004,0.025930083583939764,0.17364271410347026,0.17141015558605135,0.17587527262088917,0.0011390604680708697,152.44380695394884,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,3,0.19307400338282318,0.03211425896184776,0.16095974442097544,0.15886478632304404,0.16305470251890683,0.0010688561724139756,150.59064874692473,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,4,0.18823127036356285,0.04039358697076452,0.14783768339279835,0.1460555342553399,0.1496198325302568,0.0009092597640094151,162.59125196621758,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,5,0.18702865878897862,0.05125663220451642,0.1357720265844622,0.13397802576589798,0.1375660274030264,0.0009153065400837744,148.3350338259743,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,6,0.1872516212390334,0.06750946191698827,0.11974215932204514,0.1180513815283422,0.12143293711574808,0.0008626417314810891,138.80867914476747,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,7,0.19109983152113857,0.08055799201638165,0.11054183950475692,0.1088710137168036,0.11221266529271023,0.0008524621367108742,129.67360630381745,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,8,0.18541340702597287,0.09064485104774711,0.09476855597822575,0.09308299867221337,0.09645411328423814,0.0008599782173532595,110.19878651100414,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,9,0.18967390502208925,0.09721818329361456,0.09245572172847469,0.09073381277152129,0.09417763068542809,0.0008785249780374481,105.23971889224265,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,10,0.18402035429884916,0.10535146743173893,0.07866888686711024,0.07685871396122984,0.08047905977299064,0.0009235576050410226,85.1802707678596,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,11,0.17928423250738218,0.10691813998158628,0.0723660925257959,0.07039706697034867,0.07433511808124313,0.0010046048752281752,72.0343831791175,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,iso,isoscore,12,0.1717000505848766,0.0867339416596764,0.0849661089252002,0.08206555791537089,0.08786665993502953,0.0014798729641986338,57.414461227900205,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
