model,metric,metric_label,layer,open_mean,closed_mean,open_minus_closed,ci_low,ci_high,se,z_value,p_value_two_sided,support,ci_method,hypothesis,aggregation
bert-base-uncased,lpca99,LID,0,557.6717525892495,56.104307984697925,501.5674446045516,499.2617989443324,503.87309026477084,1.1763498266424695,426.37609429171454,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,1,602.9066655094603,272.54065834341657,330.3660071660437,328.67231432707877,332.0597000050086,0.8641289994719055,382.3109829295626,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,2,618.2988775096916,382.9539272662829,235.34495024340868,233.98132665004027,236.70857383677708,0.695726323147141,338.27230969042256,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,3,626.104158710872,442.8619055476112,183.24225316326078,182.04175573981732,184.44275058670425,0.612498685430341,299.1716676657272,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,4,634.7236185847364,495.6451068822645,139.07851170247193,138.0106118312401,140.14641157370374,0.5448468730774567,255.26164978595776,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,5,639.387042180177,543.1877268727312,96.19931530744577,95.37321886823975,97.0254117466518,0.42147777510511714,228.24291336228472,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,6,645.84997685587,576.1796205649055,69.67035629096449,68.832444851078,70.50826773085099,0.42750583667678754,162.96936863493215,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,7,649.4596308511253,600.1321789559883,49.327451895137074,48.64278105664954,50.01212273362461,0.3493218563711914,141.2091771398393,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,8,651.7329847248741,610.3141003312189,41.41888439365516,40.798804834303574,42.03896395300675,0.3163671221181574,130.9203185095383,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,9,657.0183098999016,620.2565602121756,36.761749687726024,36.19333900075183,37.33016037470022,0.29000545253785454,126.76227072981497,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,10,657.6062908638546,630.2044818440704,27.401809019784196,26.86491484886015,27.938703190708242,0.2739255974102283,100.0337656606349,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,11,660.1914901926749,639.3097920409684,20.881698151706473,20.40177664192313,21.361619661489815,0.24485791315476615,85.28087935842154,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
bert-base-uncased,lpca99,LID,12,660.2037855117745,639.0874338478837,21.116351663890782,20.55198634531524,21.680716982466326,0.2879414890691545,73.3355645695758,0.0,supports_open_greater_than_closed,normal_approx_from_independent_pos_group_ci,open_class_greater_than_closed_class,token_weighted_open_minus_closed
