model,metric,class_group,layer,mean,ci_low,ci_high,n_tokens,head_dist_members,aggregation,source_csv,display_metric,file_metric,model_key
bert-base-uncased,iso,Negative head dist,10,0.026505674514418105,0.025851948812397933,0.027153009546482507,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Negative head dist,11,0.02121492399544822,0.020659957142574455,0.02180941437669328,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Negative head dist,12,0.018201405863587445,0.017505728950242702,0.019044008969264323,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,0,0.018177019451585362,0.01800175631102495,0.018367506839489553,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,1,0.02804329531215819,0.027668744143235093,0.02840849881144327,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,2,0.03213028755720217,0.031692593303157233,0.032546797286134764,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,3,0.0333629503668469,0.0329305698247815,0.033818142178436324,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,4,0.031543867975079444,0.03119590403191863,0.03192578506819567,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,5,0.03380792281537595,0.03342622029276567,0.03422737881373736,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,6,0.037374990704752094,0.03685674899229745,0.037945807026098614,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,7,0.03907696434690979,0.03848345274092415,0.03973425319971793,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,8,0.03776125492860296,0.03716300117582552,0.03837291938130733,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,9,0.03626106794784996,0.03570226832048777,0.036887405714253196,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,10,0.03592852831783505,0.03538415894765644,0.036507845183414316,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,11,0.03170975436518869,0.031213368465420024,0.03228292694650032,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,iso,Positive head dist,12,0.026149892509555444,0.025426270682270102,0.026909473909714533,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv,Isotropy,isoscore,bert
bert-base-uncased,lpca99,Negative head dist,0,630.4830322283057,627.2305338937359,633.5381733402552,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,1,655.833626145898,653.4761892650821,657.7193053729443,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,2,661.6604491479785,659.9356669677207,663.1146596288039,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,3,665.7259831824207,664.31469420903,667.087092490254,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,4,670.349232532655,669.0579816483255,671.5793153045162,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,5,674.7085576405177,673.8194337851467,675.8370475538621,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,6,679.3349405392821,678.4051464393323,680.2547072818437,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,7,682.2648431496627,681.6455040054834,683.232355212118,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,8,682.1593497046061,681.1869101163809,683.1160929252161,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,9,684.835855886211,684.0030329842007,685.8845783124642,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,10,680.5146658871975,679.3827424205647,681.6233741494316,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,11,679.3954817150877,678.1823886636613,680.4633223378886,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Negative head dist,12,674.0512937199246,672.82399428419,675.2760789698509,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,0,519.2201559124388,511.54396308104833,527.7465874522982,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,1,591.7649879747546,587.1270402452303,596.7233676735511,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,2,624.8643340877109,621.9759531715275,628.2074891266104,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,3,639.412450139431,637.1550794192486,641.9986501494373,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,4,655.0586079977902,653.4871312299026,656.8094344248924,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,5,669.6046081081116,668.434885427401,671.2339916447319,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,6,681.8843195673376,681.2076032758148,682.7040586926385,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,7,689.3061022426353,688.4608197420782,690.0289078318831,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,8,690.6214772216612,690.0037982574056,691.2599936970005,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,9,691.589627068047,690.7920167884292,692.5182310705884,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,10,689.5853441646825,688.7798402798063,690.341888387608,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,11,691.3296160290071,690.8783219215946,692.0074869107835,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,lpca99,Positive head dist,12,685.9584407772682,685.4947802948666,686.7941189151902,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv,Linear ID,LID,bert
bert-base-uncased,gride,Negative head dist,0,9.64605294838036,7.603641956042382,11.631046027172795,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,1,14.851590268919578,13.029771374431164,17.13777961366532,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,2,19.506977182482625,17.206187641212598,22.1213368549278,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,3,20.531558018487615,18.564009995228933,22.954353932050555,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,4,18.209821828680298,16.952960886226208,19.649233862763,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,5,18.925290449423237,17.843272043936928,20.197656874201893,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,6,17.391407238757722,16.532041619408194,18.412030618189302,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,7,17.91901331482121,17.19906074661089,18.82720783029205,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,8,17.70935216018308,16.901767398358842,18.70891056655365,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,9,20.5249698332069,19.499211744115556,21.89749836798787,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,10,25.620529288027043,22.750658112466713,27.853297412321428,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,11,23.530944240321507,22.223598946323754,25.13176097038341,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Negative head dist,12,21.9624902609764,20.928801121352414,23.076971129168328,70029,"-6,-5,-4,-3,-2,-1",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Positive head dist,0,4.856707022648305,4.349028961354603,5.560069780562072,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Positive head dist,1,6.376501359699664,5.749136383236745,7.128767711542975,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Positive head dist,2,7.961902073060555,7.221322445565467,8.76234606292857,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Positive head dist,3,8.89856964759097,8.316073885195763,9.490783544785499,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Positive head dist,4,10.251341569239008,9.812843165046912,10.65697864946324,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
bert-base-uncased,gride,Positive head dist,5,12.07652627082611,11.603187684279298,12.475674983082635,114841,"1,2,3,4,5,6",token_weighted_mean_of_head_dist_curves,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,Nonlinear ID,NLID,bert
