model,word_rep_mode,feature,metric_family,metric,class,mean_score,n_layers,min_layer,max_layer,n_tokens,n_types,log10_n_tokens,log10_n_types,score_rank_z_within_feature,n_tokens_rank_z_within_feature,n_types_rank_z_within_feature,log10_n_tokens_rank_z_within_feature,log10_n_types_rank_z_within_feature
bert-base-uncased,first,length,isotropy,iso,1,0.0088653786179537,13,0,12,29626,74,4.471673018500091,1.8692317197309762,-1.5666989036012806,0.5222329678670935,-1.5666989036012806,0.5222329678670935,-1.5666989036012806
bert-base-uncased,first,length,isotropy,iso,10,0.045861193910241,13,0,12,7492,2782,3.8745977687032,3.4443571256560275,0.17407765595569785,-1.2185435916898848,1.5666989036012806,-1.2185435916898848,1.5666989036012806
bert-base-uncased,first,length,isotropy,iso,2,0.0249723130837082,13,0,12,29918,334,4.475932557842308,2.5237464668115646,-0.8703882797784892,0.8703882797784892,-1.2185435916898848,0.8703882797784892,-1.2185435916898848
bert-base-uncased,first,length,isotropy,iso,3,0.022869100794196,13,0,12,36097,911,4.557471109451776,2.9595183769729982,-1.2185435916898848,1.5666989036012806,-0.8703882797784892,1.5666989036012806,-0.8703882797784892
bert-base-uncased,first,length,isotropy,iso,4,0.0395162899333696,13,0,12,33008,1660,4.518619210629076,3.220108088040055,-0.5222329678670935,1.2185435916898848,-0.17407765595569785,1.2185435916898848,-0.17407765595569785
bert-base-uncased,first,length,isotropy,iso,5,0.0444731921530686,13,0,12,18892,2012,4.276277936904663,3.30362797638389,-0.17407765595569785,0.17407765595569785,0.17407765595569785,0.17407765595569785,0.17407765595569785
bert-base-uncased,first,length,isotropy,iso,6,0.0506203913917907,13,0,12,14274,2373,4.15454569242091,3.375297738217339,0.8703882797784892,-0.17407765595569785,0.8703882797784892,-0.17407765595569785,0.8703882797784892
bert-base-uncased,first,length,isotropy,iso,7,0.0523304658440442,13,0,12,12188,2426,4.085932445550636,3.3848907965305544,1.5666989036012806,-0.5222329678670935,1.2185435916898848,-0.5222329678670935,1.2185435916898848
bert-base-uncased,first,length,isotropy,iso,8,0.0507954224370992,13,0,12,7895,2044,3.897352134344313,3.3104808914626753,1.2185435916898848,-0.8703882797784892,0.5222329678670935,-0.8703882797784892,0.5222329678670935
bert-base-uncased,first,length,isotropy,iso,9,0.0459885448217391,13,0,12,5526,1557,3.7424108805804925,3.1922886125681202,0.5222329678670935,-1.5666989036012806,-0.5222329678670935,-1.5666989036012806,-0.5222329678670935
bert-base-uncased,first,pos,isotropy,iso,ADJ,0.0359124684563049,13,0,12,12648,2156,4.102021856924153,3.3336487565147013,1.0690449676496976,0.0,0.8017837257372732,0.0,0.8017837257372732
bert-base-uncased,first,pos,isotropy,iso,ADP,0.0258444919465825,13,0,12,17557,116,4.24445030913543,2.0644579892269186,0.2672612419124244,0.5345224838248488,-0.2672612419124244,0.5345224838248488,-0.2672612419124244
bert-base-uncased,first,pos,isotropy,iso,ADV,0.0281366744580176,13,0,12,9913,716,3.9962051061783246,2.8549130223078554,0.5345224838248488,-0.8017837257372732,0.2672612419124244,-0.8017837257372732,0.2672612419124244
bert-base-uncased,first,pos,isotropy,iso,AUX,0.0158976965154019,13,0,12,11526,90,4.061678615245337,1.9542425094393248,-0.2672612419124244,-0.2672612419124244,-0.8017837257372732,-0.2672612419124244,-0.8017837257372732
bert-base-uncased,first,pos,isotropy,iso,CCONJ,0.0109187179746535,13,0,12,6627,21,3.821316970591097,1.3222192947339193,-1.3363062095621219,-1.0690449676496976,-1.6035674514745464,-1.0690449676496976,-1.6035674514745464
bert-base-uncased,first,pos,isotropy,iso,DET,0.014045596624223,13,0,12,16123,36,4.207445853984251,1.5563025007672873,-0.5345224838248488,0.2672612419124244,-1.3363062095621219,0.2672612419124244,-1.3363062095621219
bert-base-uncased,first,pos,isotropy,iso,NOUN,0.056103288840789,13,0,12,33607,6903,4.526429745983423,3.839037873388306,1.6035674514745464,1.6035674514745464,1.6035674514745464,1.6035674514745464,1.6035674514745464
bert-base-uncased,first,pos,isotropy,iso,NUM,0.0169457888517241,13,0,12,3675,728,3.5652573434202135,2.862131379313037,0.0,-1.6035674514745464,0.5345224838248488,-1.6035674514745464,0.5345224838248488
bert-base-uncased,first,pos,isotropy,iso,PRON,0.0132150744231274,13,0,12,18255,138,4.261381837285747,2.1398790864012365,-0.8017837257372732,0.8017837257372732,0.0,0.8017837257372732,0.0
bert-base-uncased,first,pos,isotropy,iso,PROPN,0.0342302120362336,13,0,12,11203,3808,4.049334335972284,3.580696939712437,0.8017837257372732,-0.5345224838248488,1.3363062095621219,-0.5345224838248488,1.3363062095621219
bert-base-uncased,first,pos,isotropy,iso,PUNCT,0.0074446177145895,13,0,12,22123,94,4.3448440193371205,1.9731278535996986,-1.6035674514745464,1.3363062095621219,-0.5345224838248488,1.3363062095621219,-0.5345224838248488
bert-base-uncased,first,pos,isotropy,iso,SCONJ,0.0110376597238847,13,0,12,3815,62,3.581494542290899,1.792391689498254,-1.0690449676496976,-1.3363062095621219,-1.0690449676496976,-1.3363062095621219,-1.0690449676496976
bert-base-uncased,first,pos,isotropy,iso,VERB,0.039556655459679,13,0,12,22095,3538,4.344294005898313,3.5487578285737045,1.3363062095621219,1.0690449676496976,1.0690449676496976,1.0690449676496976,1.0690449676496976
bert-base-uncased,first,relation_type,isotropy,iso,advmod,0.0266350063566977,13,0,12,10307,704,4.0131322760460035,2.847572659142112,-0.17407765595569785,0.17407765595569785,-0.5222329678670935,0.17407765595569785,-0.5222329678670935
bert-base-uncased,first,relation_type,isotropy,iso,amod,0.0348481849695627,13,0,12,9312,1960,3.969042967305813,3.292256071356476,0.5222329678670935,-0.8703882797784892,-0.17407765595569785,-0.8703882797784892,-0.17407765595569785
bert-base-uncased,first,relation_type,isotropy,iso,case,0.0250202162334551,13,0,12,16577,128,4.2195059374728565,2.1072099696478683,-0.5222329678670935,1.2185435916898848,-0.8703882797784892,1.2185435916898848,-0.8703882797784892
bert-base-uncased,first,relation_type,isotropy,iso,conj,0.0430365858169701,13,0,12,7557,3810,3.8783494222177755,3.5809249756756194,1.2185435916898848,-1.5666989036012806,1.5666989036012806,-1.5666989036012806,1.5666989036012806
bert-base-uncased,first,relation_type,isotropy,iso,det,0.0133060401377196,13,0,12,15562,31,4.192065410979292,1.4913616938342726,-1.2185435916898848,0.5222329678670935,-1.5666989036012806,0.5222329678670935,-1.5666989036012806
bert-base-uncased,first,relation_type,isotropy,iso,nsubj,0.0148484903172804,13,0,12,15648,2562,4.194458837443526,3.4085791254086675,-0.8703882797784892,0.8703882797784892,0.17407765595569785,0.8703882797784892,0.17407765595569785
bert-base-uncased,first,relation_type,isotropy,iso,obj,0.0336209330707788,13,0,12,9685,2978,3.9860996250551297,3.473924693416157,0.17407765595569785,-0.5222329678670935,0.5222329678670935,-0.5222329678670935,0.5222329678670935
bert-base-uncased,first,relation_type,isotropy,iso,obl,0.0506163485921345,13,0,12,8743,3228,3.941660478388392,3.5089335260500327,1.5666989036012806,-1.2185435916898848,1.2185435916898848,-1.2185435916898848,1.2185435916898848
bert-base-uncased,first,relation_type,isotropy,iso,punct,0.0074446177145895,13,0,12,22123,94,4.3448440193371205,1.9731278535996986,-1.5666989036012806,1.5666989036012806,-1.2185435916898848,1.5666989036012806,-1.2185435916898848
bert-base-uncased,first,relation_type,isotropy,iso,root,0.0385287402627559,13,0,12,10046,3032,4.00199317382353,3.481729196960016,0.8703882797784892,-0.17407765595569785,0.8703882797784892,-0.17407765595569785,0.8703882797784892
bert-base-uncased,first,head_dist,linear_id,lpca99,-1,657.8269277719351,13,0,12,13038,2647,4.1152109767041685,3.422753941301348,-0.14484136487558028,0.14484136487558028,-0.14484136487558028,0.14484136487558028,-0.14484136487558028
bert-base-uncased,first,head_dist,linear_id,lpca99,-2,684.265380859375,13,0,12,15690,5483,4.195622943586937,3.739018245883481,1.5932550136313832,0.7242068243779014,1.5932550136313832,0.7242068243779014,1.5932550136313832
bert-base-uncased,first,head_dist,linear_id,lpca99,-3,681.9153817983774,13,0,12,10487,4117,4.020651268004342,3.614580866997486,1.3035722838802226,-0.14484136487558028,0.7242068243779014,-0.14484136487558028,0.7242068243779014
bert-base-uncased,first,head_dist,linear_id,lpca99,-4,676.0115356445312,13,0,12,6684,3050,3.8250364412213536,3.484299839346786,1.013889554129062,-0.43452409462674085,0.43452409462674085,-0.43452409462674085,0.43452409462674085
bert-base-uncased,first,head_dist,linear_id,lpca99,-5,663.3153921274038,13,0,12,4545,2268,3.657533887557986,3.355643050220869,0.43452409462674085,-1.3035722838802226,-0.43452409462674085,-1.3035722838802226,-0.43452409462674085
bert-base-uncased,first,head_dist,linear_id,lpca99,-6,662.9076913686899,13,0,12,19585,4572,4.291923575883884,3.660106221723244,0.14484136487558028,1.013889554129062,1.013889554129062,1.013889554129062,1.013889554129062
bert-base-uncased,first,head_dist,linear_id,lpca99,1,667.1769221379207,13,0,12,57036,5218,4.756149060342383,3.717504074764202,0.7242068243779014,1.5932550136313832,1.3035722838802226,1.5932550136313832,1.3035722838802226
bert-base-uncased,first,head_dist,linear_id,lpca99,2,648.4807621882512,13,0,12,28588,2747,4.45618377342913,3.438858659420562,-0.7242068243779014,1.3035722838802226,0.14484136487558028,1.3035722838802226,0.14484136487558028
bert-base-uncased,first,head_dist,linear_id,lpca99,3,645.3615440955529,13,0,12,13592,1840,4.133283365860989,3.2648178230095364,-1.013889554129062,0.43452409462674085,-0.7242068243779014,0.43452409462674085,-0.7242068243779014
bert-base-uncased,first,head_dist,linear_id,lpca99,4,634.0230759840745,13,0,12,6439,1171,3.808818425092124,3.068556895072363,-1.3035722838802226,-0.7242068243779014,-1.3035722838802226,-0.7242068243779014,-1.3035722838802226
bert-base-uncased,first,head_dist,linear_id,lpca99,5,595.2076955942007,13,0,12,3249,795,3.511749711344983,2.9003671286564705,-1.5932550136313832,-1.5932550136313832,-1.5932550136313832,-1.5932550136313832,-1.5932550136313832
bert-base-uncased,first,head_dist,linear_id,lpca99,6,654.6846172626202,13,0,12,5937,1779,3.7735670489260587,3.250175948083925,-0.43452409462674085,-1.013889554129062,-1.013889554129062,-1.013889554129062,-1.013889554129062
bert-base-uncased,first,index,linear_id,lpca99,1,609.2730853740985,13,0,12,10067,1600,4.002900068611387,3.204119982655925,-1.5666989036012806,1.2185435916898848,-1.5666989036012806,1.2185435916898848,-1.5666989036012806
bert-base-uncased,first,index,linear_id,lpca99,10,687.3230778620793,13,0,12,108145,12235,5.034006444971532,4.087603973687808,1.5666989036012806,1.5666989036012806,1.5666989036012806,1.5666989036012806,1.5666989036012806
bert-base-uncased,first,index,linear_id,lpca99,2,653.9884549654447,13,0,12,9647,2309,3.9843922785242656,3.3634239329171765,-1.2185435916898848,-0.5222329678670935,-1.2185435916898848,-0.5222329678670935,-1.2185435916898848
bert-base-uncased,first,index,linear_id,lpca99,3,663.4884596604568,13,0,12,9800,2483,3.9912260756924947,3.394976719554564,-0.8703882797784892,-0.17407765595569785,-0.8703882797784892,-0.17407765595569785,-0.8703882797784892
bert-base-uncased,first,index,linear_id,lpca99,4,670.2423142653245,13,0,12,9932,2701,3.9970367108825267,3.431524584187451,-0.5222329678670935,0.17407765595569785,-0.17407765595569785,0.17407765595569785,-0.17407765595569785
bert-base-uncased,first,index,linear_id,lpca99,5,674.7923020582932,13,0,12,9948,2876,3.9977357765978985,3.458788881710845,0.5222329678670935,0.5222329678670935,0.8703882797784892,0.5222329678670935,0.8703882797784892
bert-base-uncased,first,index,linear_id,lpca99,6,675.2076838566707,13,0,12,9972,2891,3.998782269831736,3.4610480916706576,1.2185435916898848,0.8703882797784892,1.2185435916898848,0.8703882797784892,1.2185435916898848
bert-base-uncased,first,index,linear_id,lpca99,7,675.0230759840745,13,0,12,9559,2820,3.9804124616068917,3.450249108319361,0.8703882797784892,-0.8703882797784892,0.5222329678670935,-0.8703882797784892,0.5222329678670935
bert-base-uncased,first,index,linear_id,lpca99,8,674.1961576021635,13,0,12,9142,2709,3.961041216953312,3.4328090050331683,-0.17407765595569785,-1.2185435916898848,0.17407765595569785,-1.2185435916898848,0.17407765595569785
bert-base-uncased,first,index,linear_id,lpca99,9,674.7692307692307,13,0,12,8704,2699,3.9397188823541045,3.431202884556517,0.17407765595569785,-1.5666989036012806,-0.5222329678670935,-1.5666989036012806,-0.5222329678670935
bert-base-uncased,first,length,linear_id,lpca99,1,516.2307662963867,13,0,12,29626,74,4.471673018500091,1.8692317197309762,-1.5666989036012806,0.5222329678670935,-1.5666989036012806,0.5222329678670935,-1.5666989036012806
bert-base-uncased,first,length,linear_id,lpca99,10,662.3846153846154,13,0,12,7492,2782,3.8745977687032,3.4443571256560275,0.17407765595569785,-1.2185435916898848,1.5666989036012806,-1.2185435916898848,1.5666989036012806
bert-base-uncased,first,length,linear_id,lpca99,2,567.1576931293195,13,0,12,29918,334,4.475932557842308,2.5237464668115646,-1.2185435916898848,0.8703882797784892,-1.2185435916898848,0.8703882797784892,-1.2185435916898848
bert-base-uncased,first,length,linear_id,lpca99,3,602.515383206881,13,0,12,36097,911,4.557471109451776,2.9595183769729982,-0.8703882797784892,1.5666989036012806,-0.8703882797784892,1.5666989036012806,-0.8703882797784892
bert-base-uncased,first,length,linear_id,lpca99,4,647.2461547851562,13,0,12,33008,1660,4.518619210629076,3.220108088040055,-0.5222329678670935,1.2185435916898848,-0.17407765595569785,1.2185435916898848,-0.17407765595569785
bert-base-uncased,first,length,linear_id,lpca99,5,663.9307673527644,13,0,12,18892,2012,4.276277936904663,3.30362797638389,0.8703882797784892,0.17407765595569785,0.17407765595569785,0.17407765595569785,0.17407765595569785
bert-base-uncased,first,length,linear_id,lpca99,6,669.8730797400841,13,0,12,14274,2373,4.15454569242091,3.375297738217339,1.2185435916898848,-0.17407765595569785,0.8703882797784892,-0.17407765595569785,0.8703882797784892
bert-base-uncased,first,length,linear_id,lpca99,7,671.3538489708534,13,0,12,12188,2426,4.085932445550636,3.3848907965305544,1.5666989036012806,-0.5222329678670935,1.2185435916898848,-0.5222329678670935,1.2185435916898848
bert-base-uncased,first,length,linear_id,lpca99,8,663.7230741060697,13,0,12,7895,2044,3.897352134344313,3.3104808914626753,0.5222329678670935,-0.8703882797784892,0.5222329678670935,-0.8703882797784892,0.5222329678670935
bert-base-uncased,first,length,linear_id,lpca99,9,648.5884681114784,13,0,12,5526,1557,3.7424108805804925,3.1922886125681202,-0.17407765595569785,-1.5666989036012806,-0.5222329678670935,-1.5666989036012806,-0.5222329678670935
bert-base-uncased,first,pos,linear_id,lpca99,ADJ,654.1076988807091,13,0,12,12648,2156,4.102021856924153,3.3336487565147013,0.8017837257372732,0.0,0.8017837257372732,0.0,0.8017837257372732
bert-base-uncased,first,pos,linear_id,lpca99,ADP,551.3961475078876,13,0,12,17557,116,4.24445030913543,2.0644579892269186,0.2672612419124244,0.5345224838248488,-0.2672612419124244,0.5345224838248488,-0.2672612419124244
bert-base-uncased,first,pos,linear_id,lpca99,ADV,594.2076838566707,13,0,12,9913,716,3.9962051061783246,2.8549130223078554,0.5345224838248488,-0.8017837257372732,0.2672612419124244,-0.8017837257372732,0.2672612419124244
bert-base-uncased,first,pos,linear_id,lpca99,AUX,510.969240628756,13,0,12,11526,90,4.061678615245337,1.9542425094393248,-0.8017837257372732,-0.2672612419124244,-0.8017837257372732,-0.2672612419124244,-0.8017837257372732
bert-base-uncased,first,pos,linear_id,lpca99,CCONJ,489.480758373554,13,0,12,6627,21,3.821316970591097,1.3222192947339193,-1.0690449676496976,-1.0690449676496976,-1.6035674514745464,-1.0690449676496976,-1.6035674514745464
bert-base-uncased,first,pos,linear_id,lpca99,DET,522.1692287738507,13,0,12,16123,36,4.207445853984251,1.5563025007672873,0.0,0.2672612419124244,-1.3363062095621219,0.2672612419124244,-1.3363062095621219
bert-base-uncased,first,pos,linear_id,lpca99,NOUN,679.5346257136418,13,0,12,33607,6903,4.526429745983423,3.839037873388306,1.6035674514745464,1.6035674514745464,1.6035674514745464,1.6035674514745464,1.6035674514745464
bert-base-uncased,first,pos,linear_id,lpca99,NUM,512.7884709284856,13,0,12,3675,728,3.5652573434202135,2.862131379313037,-0.5345224838248488,-1.6035674514745464,0.5345224838248488,-1.6035674514745464,0.5345224838248488
bert-base-uncased,first,pos,linear_id,lpca99,PRON,513.6577016390287,13,0,12,18255,138,4.261381837285747,2.1398790864012365,-0.2672612419124244,0.8017837257372732,0.0,0.8017837257372732,0.0
bert-base-uncased,first,pos,linear_id,lpca99,PROPN,658.2730712890625,13,0,12,11203,3808,4.049334335972284,3.580696939712437,1.3363062095621219,-0.5345224838248488,1.3363062095621219,-0.5345224838248488,1.3363062095621219
bert-base-uncased,first,pos,linear_id,lpca99,PUNCT,481.4422985957219,13,0,12,22123,94,4.3448440193371205,1.9731278535996986,-1.3363062095621219,1.3363062095621219,-0.5345224838248488,1.3363062095621219,-0.5345224838248488
bert-base-uncased,first,pos,linear_id,lpca99,SCONJ,468.2115322993352,13,0,12,3815,62,3.581494542290899,1.792391689498254,-1.6035674514745464,-1.3363062095621219,-1.0690449676496976,-1.3363062095621219,-1.0690449676496976
bert-base-uncased,first,pos,linear_id,lpca99,VERB,656.9923095703125,13,0,12,22095,3538,4.344294005898313,3.5487578285737045,1.0690449676496976,1.0690449676496976,1.0690449676496976,1.0690449676496976,1.0690449676496976
bert-base-uncased,first,arity,linear_id,pca99,0,684.5507624699519,13,0,12,129064,7581,5.11080512079751,3.8797264966395772,-1.414213562373095,1.414213562373095,1.414213562373095,1.414213562373095,1.414213562373095
bert-base-uncased,first,arity,linear_id,pca99,1,698.6061589167668,13,0,12,20239,6441,4.306189050400426,3.808953299155911,1.414213562373095,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865475
bert-base-uncased,first,arity,linear_id,pca99,2,697.2046133188101,13,0,12,18037,5846,4.256164305279615,3.7668588110214176,0.7071067811865475,0.0,0.0,0.0,0.0
bert-base-uncased,first,arity,linear_id,pca99,3,691.433847280649,13,0,12,13546,4621,4.131811071270342,3.664735968518705,0.0,-1.414213562373095,-0.7071067811865475,-1.414213562373095,-0.7071067811865475
bert-base-uncased,first,arity,linear_id,pca99,4,689.240004319411,13,0,12,14030,4534,4.14705767102836,3.6564815157904986,-0.7071067811865475,-0.7071067811865475,-1.414213562373095,-0.7071067811865475,-1.414213562373095
bert-base-uncased,first,pos,linear_id,pca99,ADJ,520.2307692307693,13,0,12,12648,2156,4.102021856924153,3.3336487565147013,0.8017837257372732,0.0,0.8017837257372732,0.0,0.8017837257372732
bert-base-uncased,first,pos,linear_id,pca99,ADP,442.2307692307692,13,0,12,17557,116,4.24445030913543,2.0644579892269186,0.2672612419124244,0.5345224838248488,-0.2672612419124244,0.5345224838248488,-0.2672612419124244
bert-base-uncased,first,pos,linear_id,pca99,ADV,459.46153846153845,13,0,12,9913,716,3.9962051061783246,2.8549130223078554,0.5345224838248488,-0.8017837257372732,0.2672612419124244,-0.8017837257372732,0.2672612419124244
bert-base-uncased,first,pos,linear_id,pca99,AUX,403.7692307692308,13,0,12,11526,90,4.061678615245337,1.9542425094393248,-0.5345224838248488,-0.2672612419124244,-0.8017837257372732,-0.2672612419124244,-0.8017837257372732
bert-base-uncased,first,pos,linear_id,pca99,CCONJ,385.2307692307692,13,0,12,6627,21,3.821316970591097,1.3222192947339193,-1.0690449676496976,-1.0690449676496976,-1.6035674514745464,-1.0690449676496976,-1.6035674514745464
bert-base-uncased,first,pos,linear_id,pca99,DET,416.46153846153845,13,0,12,16123,36,4.207445853984251,1.5563025007672873,0.0,0.2672612419124244,-1.3363062095621219,0.2672612419124244,-1.3363062095621219
bert-base-uncased,first,pos,linear_id,pca99,NOUN,558.4615384615385,13,0,12,33607,6903,4.526429745983423,3.839037873388306,1.6035674514745464,1.6035674514745464,1.6035674514745464,1.6035674514745464,1.6035674514745464
bert-base-uncased,first,pos,linear_id,pca99,NUM,409.3076923076923,13,0,12,3675,728,3.5652573434202135,2.862131379313037,-0.2672612419124244,-1.6035674514745464,0.5345224838248488,-1.6035674514745464,0.5345224838248488
bert-base-uncased,first,pos,linear_id,pca99,PRON,400.1538461538461,13,0,12,18255,138,4.261381837285747,2.1398790864012365,-0.8017837257372732,0.8017837257372732,0.0,0.8017837257372732,0.0
bert-base-uncased,first,pos,linear_id,pca99,PROPN,524.3076923076923,13,0,12,11203,3808,4.049334335972284,3.580696939712437,1.3363062095621219,-0.5345224838248488,1.3363062095621219,-0.5345224838248488,1.3363062095621219
bert-base-uncased,first,pos,linear_id,pca99,PUNCT,345.38461538461536,13,0,12,22123,94,4.3448440193371205,1.9731278535996986,-1.6035674514745464,1.3363062095621219,-0.5345224838248488,1.3363062095621219,-0.5345224838248488
bert-base-uncased,first,pos,linear_id,pca99,SCONJ,374.7692307692308,13,0,12,3815,62,3.581494542290899,1.792391689498254,-1.3363062095621219,-1.3363062095621219,-1.0690449676496976,-1.3363062095621219,-1.0690449676496976
bert-base-uncased,first,pos,linear_id,pca99,VERB,521.9230769230769,13,0,12,22095,3538,4.344294005898313,3.5487578285737045,1.0690449676496976,1.0690449676496976,1.0690449676496976,1.0690449676496976,1.0690449676496976
bert-base-uncased,first,arity,nonlinear_id,gride,0,14.489163802220272,13,0,12,129064,7581,5.11080512079751,3.8797264966395772,-1.414213562373095,1.414213562373095,1.414213562373095,1.414213562373095,1.414213562373095
bert-base-uncased,first,arity,nonlinear_id,gride,1,20.601501905001125,13,0,12,20239,6441,4.306189050400426,3.808953299155911,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865475
