model,model_tag,word_rep_mode,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
bert-base-uncased,bert-base-uncased,first,knn,0,5.0,5.0,5.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,1,11.0,11.0,11.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,2,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,3,592.0,592.0,592.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,4,3.0,3.0,3.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,5,3.0,3.0,3.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,6,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,7,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,8,5.0,5.0,5.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,9,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,10,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,11,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,knn,12,5.0,5.0,5.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,0,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,1,8.0,8.0,8.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,2,2.0,2.0,2.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,3,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,4,14.0,14.0,14.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,5,15.0,15.0,15.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,6,5.0,5.0,5.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,7,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,8,5.0,5.0,5.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,9,8.0,8.0,8.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,10,23.0,23.0,23.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,11,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,knn,12,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,0,7.0,7.0,7.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,1,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,2,2.0,2.0,2.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,3,11.0,11.0,11.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,4,32.0,32.0,32.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,5,11.0,11.0,11.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,6,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,7,8.0,8.0,8.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,8,31.0,31.0,31.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,9,6.0,6.0,6.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,10,11.0,11.0,11.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,11,3.0,3.0,3.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,knn,12,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,0,15.0,15.0,15.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,1,5.0,5.0,5.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,2,4.0,4.0,4.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,3,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,4,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,5,3.0,3.0,3.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,6,8.0,8.0,8.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,knn,7,768.0,768.0,768.0,10000,en_ewt-ud-train_sentences.csv
