model,model_tag,word_rep_mode,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
gpt2,gpt2,first,pca95,8,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca95,9,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca95,10,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca95,11,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca95,12,6.0,6.0,6.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,0,61.0,61.0,61.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,1,61.0,61.0,61.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,2,11.0,11.0,11.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,3,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,4,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,5,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,6,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,7,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,8,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,9,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,10,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,11,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca95,12,6.0,6.0,6.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,0,62.0,62.0,62.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,1,62.0,62.0,62.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,2,14.0,14.0,14.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,3,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,4,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,5,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,6,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,7,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,8,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,9,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,10,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,11,2.0,2.0,2.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca95,12,6.0,6.0,6.0,10000,en_ewt-ud-train_sentences.csv
