model,model_tag,word_rep_mode,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
gpt2,gpt2,first,pca99,5,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,6,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,7,2.0,2.0,2.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,8,10.0,10.0,10.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,9,22.0,22.0,22.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,10,33.0,33.0,33.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,11,44.0,44.0,44.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,12,39.0,39.0,39.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,0,77.0,77.0,77.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,1,79.0,79.0,79.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,2,55.0,55.0,55.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,3,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,4,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,5,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,6,2.0,2.0,2.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,7,7.0,7.0,7.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,8,16.0,16.0,16.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,9,27.0,27.0,27.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,10,38.0,38.0,38.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,11,48.0,48.0,48.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,mean,pca99,12,40.0,40.0,40.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,0,77.0,77.0,77.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,1,79.0,79.0,79.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,2,57.0,57.0,57.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,3,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,4,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,5,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,6,3.0,3.0,3.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,7,10.0,10.0,10.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,8,20.0,20.0,20.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,9,31.0,31.0,31.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,10,41.0,41.0,41.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,11,52.0,52.0,52.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,last,pca99,12,42.0,42.0,42.0,10000,en_ewt-ud-train_sentences.csv
