model,model_tag,word_rep_mode,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
bert-base-uncased,bert-base-uncased,first,pca99,0,80.0,80.0,80.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,1,85.0,85.0,85.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,2,88.0,88.0,88.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,3,89.0,89.0,89.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,4,91.0,91.0,91.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,5,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,6,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,7,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,8,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,9,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,10,92.0,92.0,92.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,11,92.0,92.0,92.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pca99,12,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,0,81.0,81.0,81.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,1,85.0,85.0,85.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,2,88.0,88.0,88.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,3,89.0,89.0,89.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,4,91.0,91.0,91.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,5,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,6,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,7,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,8,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,9,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,10,92.0,92.0,92.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,11,91.0,91.0,91.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pca99,12,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,0,81.0,81.0,81.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,1,85.0,85.0,85.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,2,88.0,88.0,88.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,3,89.0,89.0,89.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,4,91.0,91.0,91.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,5,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,6,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,7,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,8,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,9,94.0,94.0,94.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,10,92.0,92.0,92.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,11,92.0,92.0,92.0,10000,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,last,pca99,12,93.0,93.0,93.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,0,75.0,75.0,75.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,1,77.0,77.0,77.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,2,51.0,51.0,51.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,3,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
gpt2,gpt2,first,pca99,4,1.0,1.0,1.0,10000,en_ewt-ud-train_sentences.csv
