model,model_tag,word_rep_mode,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
bert-base-uncased,bert-base-uncased,first,pr,0,45.225345611572266,45.225345611572266,45.225345611572266,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,1,56.16749572753906,56.16749572753906,56.16749572753906,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,2,58.61788558959961,58.61788558959961,58.61788558959961,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,3,61.441349029541016,61.441349029541016,61.441349029541016,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,4,62.98818588256836,62.98818588256836,62.98818588256836,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,5,64.62126922607422,64.62126922607422,64.62126922607422,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,6,66.62682342529297,66.62682342529297,66.62682342529297,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,7,68.40828704833984,68.40828704833984,68.40828704833984,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,8,68.03363037109375,68.03363037109375,68.03363037109375,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,9,64.75296020507812,64.75296020507812,64.75296020507812,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,10,59.54365921020508,59.54365921020508,59.54365921020508,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,11,53.79784393310547,53.79784393310547,53.79784393310547,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,first,pr,12,41.08980941772461,41.08980941772461,41.08980941772461,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,0,44.421180725097656,44.421180725097656,44.421180725097656,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,1,55.47699737548828,55.47699737548828,55.47699737548828,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,2,57.94060134887695,57.94060134887695,57.94060134887695,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,3,60.66476058959961,60.66476058959961,60.66476058959961,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,4,62.20283126831055,62.20283126831055,62.20283126831055,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,5,63.887943267822266,63.887943267822266,63.887943267822266,189167,en_ewt-ud-train_sentences.csv
bert-base-uncased,bert-base-uncased,mean,pr,6,65.79318237304688,65.79318237304688,65.79318237304688,189167,en_ewt-ud-train_sentences.csv
