metric,twonn,mada,mom,tle,mle,corrint,fishers,ess
twonn,1.0,0.6084615384615385,0.3176923076923077,0.5853846153846154,0.6176923076923077,0.6146153846153846,0.39304806471980636,0.39615384615384613
mada,0.6084615384615385,1.0,0.14076923076923076,0.7892307692307692,0.8061538461538461,0.8453846153846154,0.02975880136029999,-0.09230769230769231
mom,0.3176923076923077,0.14076923076923076,1.0,0.37384615384615383,0.34,0.4153846153846154,0.2894719768683726,0.48538461538461536
tle,0.5853846153846154,0.7892307692307692,0.37384615384615383,1.0,0.9853846153846154,0.8853846153846154,0.40116410145443365,0.24923076923076923
mle,0.6176923076923077,0.8061538461538461,0.34,0.9853846153846154,1.0,0.87,0.399618189695457,0.2723076923076923
corrint,0.6146153846153846,0.8453846153846154,0.4153846153846154,0.8853846153846154,0.87,1.0,0.37295121185311025,0.16846153846153847
fishers,0.39304806471980636,0.02975880136029999,0.2894719768683726,0.40116410145443365,0.399618189695457,0.37295121185311025,1.0,0.7304433061164542
ess,0.39615384615384613,-0.09230769230769231,0.48538461538461536,0.24923076923076923,0.2723076923076923,0.16846153846153847,0.7304433061164542,1.0
