subset,model,feature,class,metric,layer,mean,ci_low,ci_high,metric_table_n_tokens,word_rep_mode,source_csv,source_path,source_path_relative,metric_family,n_tokens,n_types,model_label,metric_label,row_label
raw,bert-base-uncased,arity,3,gride,2,15.31951141357422,13.745561599731444,16.8629150390625,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,3,16.295949935913086,14.905766487121582,17.656665802001953,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,4,17.283647537231445,16.3106746673584,18.513072967529297,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,5,18.52095031738281,17.57517433166504,19.657054901123047,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,6,19.751134872436523,18.852275848388672,20.734642028808597,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,7,21.35427665710449,20.536027908325195,22.25450134277344,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,8,22.623029708862305,21.95281982421875,23.351890563964844,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,9,25.112218856811523,24.541845321655277,25.7867488861084,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,10,25.43303871154785,24.937244415283203,25.864839553833008,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
raw,bert-base-uncased,arity,3,gride,11,26.58042907714844,26.0905818939209,26.97537422180176,13546,first,en_ewt-ud-train_sentences.csv,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,bert/tables_ARITY/arity_bootstrap/arity_raw_gride_bert-base-uncased.csv,nonlinear_id,13546,4621,BERT,NLID (GRIDE),BERT NLID (GRIDE)
