model,model_label,word_rep_mode,metric_family,metric,metric_label,layer,target,target_label,spearman_r,spearman_p,pearson_r,pearson_p,n_classes,n_features,features_used
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),3,n_tokens,Frequency,-0.27836454025474805,0.11673891006851926,0.12041941549694037,0.5044403863988425,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),4,n_tokens,Frequency,-0.278571315172204,0.11645620964623872,0.11802883069516809,0.5130002590476164,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),5,n_tokens,Frequency,-0.2525848801690573,0.15614486235978975,0.11610604606446241,0.5199368962627351,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),6,n_tokens,Frequency,-0.21712029562138535,0.22485778790345196,0.1151450079854611,0.5234210854146195,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),7,n_tokens,Frequency,-0.1868554840002374,0.2977733011688264,0.11219471726622385,0.5341878378506346,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),8,n_tokens,Frequency,-0.182098120169722,0.31046286365761794,0.10735803284120987,0.5520654752943747,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),9,n_tokens,Frequency,-0.17211682452759736,0.3381710555654778,0.10185285063894316,0.5727475061509042,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),10,n_tokens,Frequency,-0.1685055259674896,0.3485564205662771,0.10075708648999974,0.5769054142622304,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),11,n_tokens,Frequency,-0.14457630153472478,0.42212823011711553,0.10383824105752698,0.5652485418473605,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),12,n_tokens,Frequency,-0.13001336898395724,0.4708224740961786,0.13233147061219977,0.4628800149032547,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),0,n_types,Type frequency,0.8256037465108229,3.354722938384343e-09,0.5722717305767433,0.0005018148990810487,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),1,n_types,Type frequency,0.82409961013054,3.790036908664838e-09,0.5800597876473979,0.0004027979452737125,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),2,n_types,Type frequency,0.8146414955841024,7.957866233426795e-09,0.590164283984739,0.000300335875417525,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),3,n_types,Type frequency,0.7131742678619708,3.1961298868131673e-06,0.4778328931526818,0.004918461941616143,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),4,n_types,Type frequency,0.7128835980262213,3.239357602913267e-06,0.4818929932511545,0.004516064572525035,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),5,n_types,Type frequency,0.6919015199571225,8.20074752360283e-06,0.4862054930242631,0.004120004575435847,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),6,n_types,Type frequency,0.7324145317744429,1.2648089307115781e-06,0.49355442055133586,0.0035138731478008742,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),7,n_types,Type frequency,0.7460517766315621,6.244174635679549e-07,0.5025704815267252,0.0028768009640222306,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),8,n_types,Type frequency,0.7487565033596054,5.400033599529233e-07,0.5141418076056171,0.0022076272764625844,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),9,n_types,Type frequency,0.7553737410754419,3.7557589883019184e-07,0.5261300927908009,0.001661471308659026,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),10,n_types,Type frequency,0.7432297306066059,7.252090403966345e-07,0.5368593224891652,0.0012768504091814391,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),11,n_types,Type frequency,0.7317399400219944,1.3083140435994304e-06,0.5446876585397543,0.0010478409106669858,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,lpca99,LID (lPCA99),12,n_types,Type frequency,0.6778074866310161,1.4675021378181646e-05,0.5208372833001792,0.001885997714063594,33,3,"index, length, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),0,n_tokens,Frequency,0.207119021134594,0.2721190968277751,0.18115840480985684,0.3380415430879592,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),1,n_tokens,Frequency,0.1488485936455096,0.4324401013542343,0.1455735832687034,0.4427476640736965,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),2,n_tokens,Frequency,0.015797085424261857,0.9339687116952142,-0.07242138305523972,0.7037129025074121,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),3,n_tokens,Frequency,0.013794213372166613,0.9423258488357543,-0.1151975373626459,0.5443979686710816,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),4,n_tokens,Frequency,0.044141482790933155,0.8168392056159716,-0.11772149530795772,0.5355544522979745,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),5,n_tokens,Frequency,0.10200083278353218,0.5917204126903869,-0.11966096778043014,0.5288057085516817,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),6,n_tokens,Frequency,0.10260240008294577,0.5895249407052437,-0.12103268931122269,0.5240573976204964,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),7,n_tokens,Frequency,0.10320328109609893,0.5873355251320916,-0.12338248199390911,0.5159717381720718,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),8,n_tokens,Frequency,0.0973765114840417,0.6087143736391687,-0.12676722119472056,0.50443337468628,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),9,n_tokens,Frequency,0.1166112151650307,0.5394362407170036,-0.12966041908636816,0.49467368178134896,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),10,n_tokens,Frequency,0.12216288686955423,0.5201607279746312,-0.12012315050085762,0.5272035213074469,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),11,n_tokens,Frequency,0.1385984427141268,0.4651367684391954,-0.09432030501341397,0.6200570106536443,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),12,n_tokens,Frequency,0.2422691879866518,0.19708696405477033,0.15612599011677025,0.41001274380823,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),0,n_types,Type frequency,0.8598442714126807,1.1489911489309453e-09,0.8058072622000977,7.751734518257078e-08,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),1,n_types,Type frequency,0.7736121974670208,5.353918041256601e-07,0.7502194755269908,1.8104008070750091e-06,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),2,n_types,Type frequency,0.5822672190886378,0.0007362206922042867,0.47724835787638786,0.00765775998989146,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),3,n_types,Type frequency,0.4487717417078204,0.012864815118751299,0.13790141707368353,0.46740630600863825,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),4,n_types,Type frequency,0.43359810699843715,0.016677393544962282,0.13966629615536597,0.46167106769756855,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),5,n_types,Type frequency,0.44087026614215574,0.01474734798517877,0.14509912266936817,0.4442518792805916,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),6,n_types,Type frequency,0.4413030702468678,0.014638609427144067,0.15616990414344756,0.4098794279112152,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),7,n_types,Type frequency,0.4519900749089452,0.012157887428549237,0.17356186361031714,0.35902127838861264,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),8,n_types,Type frequency,0.432834126734112,0.016891783893107883,0.20168316800491226,0.28517959668682713,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),9,n_types,Type frequency,0.46889748660049635,0.008955824099161748,0.23598324796699205,0.2093215038795034,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),10,n_types,Type frequency,0.4850912447643501,0.0065873650659002275,0.2774373310851747,0.13772035674933222,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),11,n_types,Type frequency,0.5012235817575084,0.004779577548985811,0.3299992802403635,0.0749210006080738,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,linear_id,pca99,LID (PCA99),12,n_types,Type frequency,0.6364849833147942,0.0001561453191128838,0.5831732311577137,0.0007189785102910487,30,3,"arity, head_dist, pos"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),0,n_tokens,Frequency,-0.15893524501735282,0.22515385111036554,-0.11481389418582702,0.38237425380296813,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),1,n_tokens,Frequency,0.027952597288016946,0.8321019228723927,-0.009630665625403892,0.9417812786170983,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),2,n_tokens,Frequency,0.10175189986950105,0.43916861034062893,0.02816307207766583,0.8308562459865722,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),3,n_tokens,Frequency,0.12017393963287605,0.36040051450345734,0.08466139903956625,0.5201296842493346,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),4,n_tokens,Frequency,0.10808708096459832,0.4110546908449183,0.12036787161238854,0.35962023902421586,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),5,n_tokens,Frequency,0.1116158879780955,0.3958572224444291,0.1530735773428922,0.24294510147094958,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),6,n_tokens,Frequency,0.09658372581823749,0.4628784045107204,0.17211499197660168,0.1885133949593496,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),7,n_tokens,Frequency,0.09880659637792075,0.4525964671542505,0.1830411279806095,0.16155422817151202,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),8,n_tokens,Frequency,0.0913321941209858,0.48766546592975424,0.19114453602545964,0.1434727558563365,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),9,n_tokens,Frequency,0.06913127440614927,0.5996856470943499,0.16830558963658127,0.198632523222969,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),10,n_tokens,Frequency,0.036871865408746006,0.7797112948545611,0.14693246561693246,0.2625921293913586,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),11,n_tokens,Frequency,-0.002056155267707012,0.9875599833382911,0.12978440871880495,0.3229831164546815,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),12,n_tokens,Frequency,-0.018422039763374986,0.8888918552689375,0.06222274727588413,0.6367165366575209,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),0,n_types,Type frequency,0.6183470179398898,1.4046717875837413e-07,0.4901152850288596,7.040348063800015e-05,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),1,n_types,Type frequency,0.67708637247952,2.851963901172867e-09,0.5067704692345592,3.600790545708117e-05,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),2,n_types,Type frequency,0.675863793671694,3.120943247594053e-09,0.5051095572033826,3.8558496383330265e-05,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),3,n_types,Type frequency,0.7158476778639966,1.2875380498005509e-10,0.553011896450781,4.603888026343983e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),4,n_types,Type frequency,0.7341030023353954,2.4915234857465173e-11,0.5936402972499405,5.755992092391692e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),5,n_types,Type frequency,0.7357979411371539,2.1246413003838963e-11,0.6050058687006339,3.053378774938987e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),6,n_types,Type frequency,0.7527751150367348,4.018346067008931e-12,0.6101320510420435,2.2753607434405786e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),7,n_types,Type frequency,0.7409383293064215,1.3008283220469523e-11,0.6009944542348088,3.82982857891677e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),8,n_types,Type frequency,0.7271287459543891,4.7391381834788076e-11,0.5866953671290349,8.379659930587815e-07,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),9,n_types,Type frequency,0.7030383862638219,3.785024993973097e-10,0.5698351254961653,2.012899410450571e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),10,n_types,Type frequency,0.6967309910507207,6.305334478771482e-10,0.5581590786543134,3.591497852974685e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),11,n_types,Type frequency,0.6960919157648118,6.635125241597369e-10,0.5476215402388307,5.945133822641906e-06,60,6,"arity, head_dist, index, length, pos, relation_type"
gpt2,GPT-2,last,nonlinear_id,gride,NLID (GRIDE),12,n_types,Type frequency,0.44476861311062355,0.00037023674945091016,0.3420927362261496,0.007465399683616761,60,6,"arity, head_dist, index, length, pos, relation_type"
