timestamp	feature	model	pid	rss_kb	rss_gb
2026-05-10T11:28:11+02:00	pos	bert	719053	4576	0.00
2026-05-10T11:28:12+02:00	pos	bert	28	3728488	3.56
2026-05-10T11:28:26+02:00	pos	bert	719053	21268	0.02
2026-05-10T11:28:27+02:00	pos	bert	28	3930660	3.75
2026-05-10T11:28:41+02:00	pos	bert	719053	32996	0.03
2026-05-10T11:28:42+02:00	pos	bert	28	4116620	3.93
2026-05-10T11:28:56+02:00	pos	bert	719053	38524	0.04
2026-05-10T11:28:57+02:00	pos	bert	28	4270916	4.07
2026-05-10T11:29:11+02:00	pos	bert	719053	39968	0.04
2026-05-10T11:29:12+02:00	pos	bert	28	4415096	4.21
2026-05-10T11:29:26+02:00	pos	bert	719053	43592	0.04
2026-05-10T11:29:27+02:00	pos	bert	28	4526744	4.32
2026-05-10T11:29:41+02:00	pos	bert	719053	58936	0.06
2026-05-10T11:29:42+02:00	pos	bert	28	4627488	4.41
2026-05-10T11:29:56+02:00	pos	bert	719053	74140	0.07
2026-05-10T11:29:57+02:00	pos	bert	28	4724732	4.51
2026-05-10T11:30:11+02:00	pos	bert	719053	81156	0.08
2026-05-10T11:30:12+02:00	pos	bert	28	4807628	4.58
2026-05-10T11:30:26+02:00	pos	bert	719053	88364	0.08
2026-05-10T11:30:27+02:00	pos	bert	28	4883644	4.66
2026-05-10T11:30:41+02:00	pos	bert	719053	104888	0.10
2026-05-10T11:30:42+02:00	pos	bert	28	4944748	4.72
2026-05-10T11:30:56+02:00	pos	bert	719053	127096	0.12
2026-05-10T11:30:57+02:00	pos	bert	28	4993576	4.76
2026-05-10T11:31:11+02:00	pos	bert	719053	135984	0.13
2026-05-10T11:31:12+02:00	pos	bert	28	5033436	4.80
2026-05-10T11:31:26+02:00	pos	bert	719053	141040	0.13
2026-05-10T11:31:27+02:00	pos	bert	28	5066164	4.83
2026-05-10T11:31:41+02:00	pos	bert	719053	149920	0.14
2026-05-10T11:31:42+02:00	pos	bert	28	5092276	4.86
2026-05-10T11:31:56+02:00	pos	bert	719053	153488	0.15
2026-05-10T11:31:57+02:00	pos	bert	28	5111460	4.87
2026-05-10T11:32:11+02:00	pos	bert	719053	160132	0.15
2026-05-10T11:32:12+02:00	pos	bert	28	5125096	4.89
2026-05-10T11:32:26+02:00	pos	bert	719053	165928	0.16
2026-05-10T11:32:27+02:00	pos	bert	28	5135572	4.90
2026-05-10T11:32:41+02:00	pos	bert	719053	174168	0.17
2026-05-10T11:32:42+02:00	pos	bert	28	5142928	4.90
2026-05-10T11:32:56+02:00	pos	bert	719053	178500	0.17
2026-05-10T11:32:57+02:00	pos	bert	28	5147724	4.91
2026-05-10T11:33:11+02:00	pos	bert	719053	182548	0.17
2026-05-10T11:33:12+02:00	pos	bert	28	5150108	4.91
2026-05-10T11:33:26+02:00	pos	bert	719053	184396	0.18
2026-05-10T11:33:27+02:00	pos	bert	28	5151700	4.91
2026-05-10T11:33:41+02:00	pos	bert	719053	186244	0.18
2026-05-10T11:33:42+02:00	pos	bert	28	5151512	4.91
2026-05-10T11:33:56+02:00	pos	bert	719053	191276	0.18
2026-05-10T11:33:57+02:00	pos	bert	28	5151412	4.91
2026-05-10T11:34:11+02:00	pos	bert	719053	199724	0.19
2026-05-10T11:34:12+02:00	pos	bert	28	4731892	4.51
2026-05-10T11:34:26+02:00	pos	bert	719053	202868	0.19
2026-05-10T11:34:27+02:00	pos	bert	28	5054752	4.82
2026-05-10T11:34:41+02:00	pos	bert	719053	203504	0.19
2026-05-10T11:34:42+02:00	pos	bert	28	5130256	4.89
2026-05-10T11:34:56+02:00	pos	bert	719053	211376	0.20
2026-05-10T11:34:57+02:00	pos	bert	28	4972968	4.74
2026-05-10T11:35:12+02:00	pos	bert	719053	217944	0.21
2026-05-10T11:35:12+02:00	pos	bert	28	4972248	4.74
2026-05-10T11:35:27+02:00	pos	bert	719053	222560	0.21
2026-05-10T11:35:27+02:00	pos	bert	28	4971344	4.74
2026-05-10T11:35:42+02:00	pos	bert	719053	226660	0.22
2026-05-10T11:35:42+02:00	pos	bert	28	5126780	4.89
2026-05-10T11:35:57+02:00	pos	bert	719053	230884	0.22
2026-05-10T11:35:57+02:00	pos	bert	28	4968752	4.74
2026-05-10T11:36:12+02:00	pos	bert	719053	235196	0.22
2026-05-10T11:36:12+02:00	pos	bert	28	4967612	4.74
2026-05-10T11:36:27+02:00	pos	bert	719053	238712	0.23
2026-05-10T11:36:27+02:00	pos	bert	28	5112456	4.88
2026-05-10T11:36:42+02:00	pos	bert	719053	242980	0.23
2026-05-10T11:36:42+02:00	pos	bert	28	4960044	4.73
2026-05-10T11:36:57+02:00	pos	bert	719053	247152	0.24
2026-05-10T11:36:57+02:00	pos	bert	28	4945588	4.72
2026-05-10T11:37:12+02:00	pos	bert	719053	249556	0.24
2026-05-10T11:37:12+02:00	pos	bert	28	4770660	4.55
