subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,length,1,gride,0,0.21981897950172424,0.18937507271766663,0.25753024220466614,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,1,6.479970455169678,6.036552906036377,6.872994422912598,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,2,7.556926250457764,6.9075422286987305,8.164018630981445,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,3,8.971961975097656,8.321115493774414,9.602659225463867,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,4,10.118041038513184,9.47125244140625,10.758856773376465,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,5,11.414421081542969,10.821144104003906,12.013812065124512,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,6,11.536873817443848,11.022516250610352,12.058024406433105,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,7,11.874382019042969,11.38549518585205,12.38888931274414,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,8,11.691251754760742,11.218109130859375,12.169637680053711,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,9,11.780242919921875,11.29352855682373,12.208803176879883,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,10,12.398207664489746,11.898940086364746,12.81831169128418,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,11,13.35693359375,12.846290588378906,13.79315185546875,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,1,gride,12,6.258493423461914,6.135705947875977,6.365241527557373,27854,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,gride,0,0.4765583872795105,0.3933284878730774,0.5771041512489319,27939,last,en_ewt-ud-train_sentences.csv
raw,gpt2,length,2,gride,1,4.352232933044434,4.132071495056152,4.59086799621582,27939,last,en_ewt-ud-train_sentences.csv
