subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,relation_type,punct,lpca99_skdim,0,32.849998474121094,32.0,35.0,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,1,185.89999389648438,183.47500610351562,188.0500030517578,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,2,265.79998779296875,263.4750061035156,268.5249938964844,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,3,394.3500061035156,392.4750061035156,396.0,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,4,485.3999938964844,483.4750061035156,487.0,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,5,535.1500244140625,533.4749755859375,536.5250244140625,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,6,562.5999755859375,561.0,563.5250244140625,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,7,579.5499877929688,578.0,581.0,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,8,588.3499755859375,587.0,589.5250244140625,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,9,594.6500244140625,593.0,595.5250244140625,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,10,602.9500122070312,602.0,604.5250244140625,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,11,609.4500122070312,608.0,611.0,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,punct,lpca99_skdim,12,79.6500015258789,67.8499984741211,88.57499694824219,21787,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,case,lpca99_skdim,0,75.4000015258789,69.4749984741211,80.0,16041,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,case,lpca99_skdim,1,229.85000610351562,223.47500610351562,234.0,16041,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,case,lpca99_skdim,2,276.3999938964844,270.0,281.0,16041,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,case,lpca99_skdim,3,464.25,460.4750061035156,467.0,16041,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,case,lpca99_skdim,4,570.9500122070312,569.0,572.5250244140625,16041,last,en_ewt-ud-train_sentences.csv
