subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,relation_type,nsubj,iso,12,0.0016763443127274513,0.001666815485805273,0.0016861665062606335,12331,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,0,0.009072978049516678,0.00893548596650362,0.009195107035338879,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,1,0.01825999654829502,0.01778946816921234,0.018579332157969475,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,2,0.01915711723268032,0.01866602525115013,0.01945747435092926,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,3,0.020659055560827255,0.020212706178426743,0.021002326160669327,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,4,0.02264305390417576,0.02215714007616043,0.023057226091623306,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,5,0.02393972873687744,0.02336031198501587,0.02449944242835045,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,6,0.026706945151090622,0.026089951395988464,0.0274361502379179,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,7,0.02745026908814907,0.026951167732477188,0.028163067996501923,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,8,0.02623269520699978,0.02570202201604843,0.0268392451107502,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,9,0.02890416607260704,0.028265981003642082,0.029530908912420273,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,10,0.034855157136917114,0.033922843635082245,0.0357615128159523,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,11,0.026051843538880348,0.02550252340734005,0.026636982336640358,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,obj,iso,12,0.0017660279991105199,0.0017263881163671613,0.0018037278205156326,9661,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,0,0.006348372902721167,0.006257292348891497,0.006440258584916592,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,1,0.014842883683741093,0.014560512267053127,0.015228592790663242,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,2,0.020963625982403755,0.02036045677959919,0.021929282695055008,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,3,0.022354863584041595,0.021883675828576088,0.022903790697455406,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,4,0.023236829787492752,0.022909613326191902,0.023591939359903336,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,5,0.024089735001325607,0.023790381848812103,0.02451718971133232,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,6,0.02401619404554367,0.023729195818305016,0.024411315098404884,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,7,0.025470705702900887,0.025032375007867813,0.02595188096165657,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,8,0.026072926819324493,0.025629140436649323,0.026557696983218193,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,9,0.025532936677336693,0.025072425603866577,0.02593892440199852,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,10,0.023517239838838577,0.023014748468995094,0.024041712284088135,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,11,0.01696084998548031,0.016595352441072464,0.017262117937207222,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,advmod,iso,12,0.0017659864388406277,0.0017480641836300492,0.0017825885443016887,9485,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,0,0.008154732175171375,0.00804746150970459,0.008277512155473232,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,1,0.018055351451039314,0.017659401521086693,0.018370768055319786,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,2,0.02231268584728241,0.02176004648208618,0.02279607392847538,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,3,0.022502871230244637,0.021996131166815758,0.023008134216070175,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,4,0.02469148486852646,0.024160660803318024,0.02531849965453148,9076,last,en_ewt-ud-train_sentences.csv
raw,gpt2,relation_type,amod,iso,5,0.025835907086730003,0.02531236782670021,0.026538264006376266,9076,last,en_ewt-ud-train_sentences.csv
