timestamp	feature	model	pid	rss_kb	rss_gb
2026-05-08T22:28:26+02:00	length	bert	3762993	4448	0.00
2026-05-08T22:28:36+02:00	length	bert	3762993	1937696	1.85
2026-05-08T22:28:46+02:00	length	bert	3762993	3231824	3.08
2026-05-08T22:28:56+02:00	length	bert	3762993	4070288	3.88
2026-05-08T22:29:06+02:00	length	bert	3762993	4567400	4.36
2026-05-08T22:29:16+02:00	length	bert	3762993	4835360	4.61
2026-05-08T22:29:26+02:00	length	bert	3762993	4969208	4.74
2026-05-08T22:29:36+02:00	length	bert	3762993	5029664	4.80
2026-05-08T22:29:46+02:00	length	bert	3762993	5050256	4.82
2026-05-08T22:29:56+02:00	length	bert	3762993	5055008	4.82
2026-05-08T22:30:06+02:00	length	bert	3762993	5593944	5.33
2026-05-08T22:30:16+02:00	length	bert	3762993	5605136	5.35
2026-05-08T22:30:26+02:00	length	bert	3762993	5617648	5.36
2026-05-08T22:30:36+02:00	length	bert	3762993	5787884	5.52
2026-05-08T22:30:46+02:00	length	bert	3762993	5787652	5.52
2026-05-08T22:30:56+02:00	length	bert	3762993	5965548	5.69
2026-05-08T22:31:06+02:00	length	bert	3762993	5235700	4.99
2026-05-08T22:31:16+02:00	length	bert	3762993	5605436	5.35
2026-05-08T22:31:26+02:00	length	bert	3762993	5605432	5.35
2026-05-08T22:31:36+02:00	length	bert	3762993	5605424	5.35
2026-05-08T22:31:46+02:00	length	bert	3762993	5605384	5.35
2026-05-08T22:31:56+02:00	length	bert	3762993	5605416	5.35
2026-05-08T22:32:06+02:00	length	bert	3762993	5787860	5.52
2026-05-08T22:32:16+02:00	length	bert	3762993	5965496	5.69
2026-05-08T22:32:26+02:00	length	bert	3762993	5203412	4.96
2026-05-08T22:32:36+02:00	length	bert	3762993	5605268	5.35
2026-05-08T22:32:46+02:00	length	bert	3762993	5605272	5.35
2026-05-08T22:32:56+02:00	length	bert	3762993	5605212	5.35
2026-05-08T22:33:06+02:00	length	bert	3762993	5605192	5.35
2026-05-08T22:33:16+02:00	length	bert	3762993	5605436	5.35
2026-05-08T22:33:26+02:00	length	bert	3762993	5605428	5.35
2026-05-08T22:33:36+02:00	length	bert	3762993	5787804	5.52
2026-05-08T22:33:46+02:00	length	bert	3762993	5788808	5.52
2026-05-08T22:33:56+02:00	length	bert	3762993	5500948	5.25
2026-05-08T22:34:06+02:00	length	bert	3762993	5093972	4.86
