feature,feature_display,feature_order,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_path,group_key,class_group,layer,mean,ci_low,ci_high,se,n_tokens,class_members,n_class_members,ci_method,aggregation
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),0,622.6123080904235,621.1724566909543,624.0521594898928,0.7346180609537108,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),1,659.7771516664504,658.9244718765195,660.6298314563813,0.4350407091484452,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),2,674.5629481714611,673.7102683815302,675.415627961392,0.4350407091484452,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),3,681.344169902048,680.7772083514025,681.9111314526934,0.28926609726813224,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),4,689.1686523767952,688.8700795548839,689.4672251987065,0.15233307240370622,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),5,696.805708712355,696.805708712355,696.805708712355,0.0,50239,"0,1",2,no_source_uncertainty,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),6,703.3813738919274,703.0212091545407,703.7415386293142,0.1837575190748584,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),7,707.1800195067576,707.1800195067576,707.1800195067576,0.0,50239,"0,1",2,no_source_uncertainty,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),8,708.2364250178094,708.0349978397207,708.4378521958981,0.10276896841262033,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),9,709.6219474136285,709.3151585030854,709.9287363241716,0.15652495435871094,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),10,707.5497341530726,707.3483069749839,707.7511613311613,0.10276896841262033,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),11,708.5819447980061,708.3805176199174,708.7833719760948,0.10276896841262033,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,negative,Low arity (<= 1),12,703.9471383318498,703.5869735944631,704.3073030692366,0.1837575190748584,50239,"0,1",2,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,positive,Mid arity (2-4 dependents),0,672.8689000102917,672.3978398039923,673.3399602165911,0.24033683994867197,45613,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
arity,Dependency Arity,3,mid_low,Mid arity (2-4 dependents),Low arity (<= 1),mid_arity,low_arity,bert,bert-base-uncased,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_ARITY/arity_bootstrap/arity_raw_pca99_bert-base-uncased.csv,positive,Mid arity (2-4 dependents),1,685.5807144291825,685.186060998576,685.9753678597891,0.201353791125797,45613,"2,3,4",3,normal_approx_from_class_level_ci,token_weighted_mean_of_feature_groups
