feature,feature_display,feature_order,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_path,layer,positive_mean,negative_mean,positive_minus_negative,ci_low,ci_high,se,z_value,p_value_two_sided,support,ci_method,hypothesis,aggregation
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,0,0.010432215441065009,0.009772839640574665,0.0006593758004903444,0.00049993576541853,0.0008188158355621588,8.134695666929305e-05,8.105721805561368,5.243329360581124e-16,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,1,0.013047662855331574,0.01062413834101595,0.0024235245143156246,0.0023097314571801125,0.0025373175714511367,5.805768221199604e-05,41.74339074484908,0.0,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,2,0.015062071211409397,0.012398177943372706,0.0026638932680366906,0.002506066340062106,0.002821720196011275,8.052394284417573e-05,33.08200237029711,5.394012290437639e-240,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,3,0.01797657735000184,0.014310334956830756,0.0036662423931710843,0.003413745529659026,0.003918739256683143,0.00012882493036329504,28.45910634558103,3.759511818059195e-178,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,4,0.020215794251611807,0.01684014883098482,0.003375645420626988,0.0030594472991334505,0.0036918435421205258,0.00016132557219058043,20.924428624615082,3.208866112065244e-97,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,5,0.020501725362450207,0.018386424436746554,0.002115300925703653,0.0017726380639882717,0.0024579637874190346,0.00017482799067111292,12.09932641554501,1.0648128817298082e-33,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,6,0.022943375688360607,0.019600843196765867,0.0033425324915947394,0.002928919161038668,0.0037561458221508108,0.0002110272094673834,15.83934365635141,1.665501433172913e-56,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,7,0.022451101931227672,0.020518494387890995,0.0019326075433366771,0.0014662282445962586,0.0023989868420770956,0.00023794862180633595,8.121953086618873,4.587406633524136e-16,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,8,0.025237343842699447,0.021119046827401313,0.004118297015298134,0.0036189891633191125,0.0046176048672771555,0.00025474890407092946,16.166102972327142,8.745850653084856e-59,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
index,Token Index,2,late_early,Late positions (index >= 8),Early positions (index <= 3),late,early,gpt,gpt2,iso,isoscore,Isotropy,gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,9,0.025612671150102573,0.021120056043410954,0.004492615106691619,0.00400514085055886,0.004980089362824378,0.00024871135516977514,18.063570533902137,6.169954026722041e-73,supports_positive_group_greater,normal_approx_from_independent_group_ci,Late sentence positions differ from early positions.,token_weighted_positive_minus_negative
