feature,feature_display,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_kind,source_path,layer,mid_mean,low_mean,mid_minus_low,ci_low,ci_high,se,z_value,p_value_two_sided,support,ci_method,hypothesis,aggregation
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,0,4.994663689301808,11.620553438324372,-6.625889749022564,-8.73700750691753,-4.514771991127597,1.077100896885187,-6.1515961672519595,7.670699130756197e-10,supports_low_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,1,5.969846423593934,11.100922730514366,-5.131076306920432,-6.536812518113981,-3.7253400957268834,0.71721235264977,-7.154193995632484,8.416597009143718e-13,supports_low_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,2,6.804752720700533,11.192861075977696,-4.388108355277163,-5.638398838692493,-3.1378178718618335,0.6379033078649643,-6.878955323125661,6.029306404280458e-12,supports_low_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,3,7.983297543802497,11.601410687238724,-3.6181131434362275,-4.8552113117720594,-2.3810149751003955,0.6311725348652203,-5.732367844885447,9.903819482141668e-09,supports_low_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,4,9.128897090159741,12.5220477813883,-3.393150691228559,-4.57950741680205,-2.2067939656550686,0.6052840436599441,-5.605881613384925,2.0719755668245376e-08,supports_low_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,5,10.322043547876422,12.938737968548876,-2.616694420672454,-3.704277766879415,-1.5291110744654932,0.5548894623504902,-4.715703934236268,2.4087648738373586e-06,supports_low_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,6,12.323511304997679,13.369812397114353,-1.0463010921166749,-2.296057234626085,0.20345505039273504,0.6376306849537806,-1.6409202329911667,0.10081397442422026,inconclusive,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,7,14.333446233442928,13.87173061629753,0.46171561714539777,-1.084160790701847,2.0075920249926424,0.7887124529832881,0.585404243839397,0.5582759358876399,inconclusive,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,8,16.55754429120723,14.885543133886888,1.6720011573203415,0.15820488931208,3.185797425328603,0.7723450346980926,2.164837064012358,0.030400165304154132,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,bert,bert-base-uncased,legacy_pdf_NLID,NLID,Nonlinear ID,legacy_pdf_digitized,plot_POS/bert_arity_NLID_VERB.pdf,9,19.53036773211124,17.397140086376297,2.1332276457349444,0.4725634413182276,3.7938918501516614,0.8472776553146515,2.5177433068770503,0.011810936312441752,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
