model,feature,feature_label,metric_label,metric_source,class,early_layer,late_layer,layer0_mean,layer12_mean,delta_layer12_minus_layer0,abs_delta,pct_change_from_layer0,layer0_ci_low,layer0_ci_high,layer12_ci_low,layer12_ci_high,n_tokens,source_csv
BERT,head_dist,Head distance,IsoScore,iso,2,0,12,0.018703019246459,0.0254697315394878,0.0067667122930288,0.0067667122930288,36.17978575469801,0.018576780334115,0.0188812892884016,0.0248774103820323,0.0263205152004957,28588,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv
BERT,head_dist,Head distance,IsoScore,iso,3,0,12,0.0186765510588884,0.021258158609271,0.0025816075503826003,0.0025816075503826003,13.82272102725295,0.0184273887425661,0.0189424008131027,0.0204940494149923,0.0219812449067831,13592,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv
BERT,head_dist,Head distance,IsoScore,iso,4,0,12,0.0172520764172077,0.0182414334267377,0.000989357009529998,0.000989357009529998,5.734712654896345,0.0167977586388587,0.0175811275839805,0.0166604258120059,0.0197081081569194,6439,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv
BERT,head_dist,Head distance,IsoScore,iso,5,0,12,0.0156586673110723,0.0129754515364766,-0.002683215774595701,0.002683215774595701,-17.135658618268167,0.0151538699865341,0.0162530150264501,0.011902691796422,0.0144291091710329,3249,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv
BERT,head_dist,Head distance,IsoScore,iso,6,0,12,0.0151877924799919,0.0149681977927684,-0.00021959468722350037,0.00021959468722350037,-1.4458631003339695,0.0148308677598834,0.0156749244779348,0.0140445930883288,0.0159446820616722,5937,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_iso_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,-6,0,12,624.5999755859375,655.0,30.4000244140625,30.4000244140625,4.86711905256548,620.9500122070312,628.0,653.0,657.5250244140625,19585,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,-5,0,12,636.0,663.2000122070312,27.20001220703125,27.20001220703125,4.276731479092963,633.0,638.0,661.4749755859375,664.0,4545,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,-4,0,12,652.2999877929688,677.6500244140625,25.35003662109375,25.35003662109375,3.886254345468348,650.0,654.0,676.0,679.0,6684,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,-3,0,12,661.4000244140625,684.9000244140625,23.5,23.5,3.5530691158983196,659.4749755859375,663.0,684.0,685.5250244140625,10487,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,-2,0,12,664.0499877929688,689.4500122070312,25.4000244140625,25.4000244140625,3.825016923572549,663.0,666.0,689.0,690.0,15690,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,-1,0,12,560.9500122070312,677.3499755859375,116.39996337890625,116.39996337890625,20.750505543432666,554.0,567.0499877929688,676.4749755859375,678.0,13038,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
BERT,head_dist,Head distance,LID,lpca99,1,0,12,556.6500244140625,693.1500244140625,136.5,136.5,24.521691190740857,549.4749755859375,563.5750122070312,693.0,694.0,57036,bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_lpca99_bert-base-uncased.csv
