model,comparison,canonical,metric,metric_label,n_layers,median_rel_diff_pct,mean_rel_diff_pct,max_rel_diff_pct,median_abs_diff,mean_abs_diff,spearman_r,pearson_r,layer12_mean_value,layer12_first_value,layer12_rel_diff_pct,source_csv,layer12_last_value
gpt2,mean vs first,False,stable_rank,Stable rank,13,0.6996926528260671,3.2810505062129542,20.71148441887562,0.00717437267303489,0.09413896157191351,1.0,0.9982619097322264,1.3425438404083252,1.324940204620361,1.3286362453623415,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_stable_rank.csv,
gpt2,mean vs last,True,stable_rank,Stable rank,13,0.45760720550340106,2.22165396821424,11.638654836712554,0.004746675491332786,0.08604169808901276,1.0,0.999865039121389,1.3425438404083252,,1.0387958410909126,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_stable_rank.csv,1.3566365242004397
bert-base-uncased,mean vs first,True,tle,TLE,13,8.624190678198405,10.375534135772305,23.836755711484862,1.542812347412113,2.046063496516302,0.967032967032967,0.974352691707091,20.53656578063965,22.07937812805176,6.987571563222499,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_tle.csv,
bert-base-uncased,mean vs last,False,tle,TLE,13,7.546544439066973,10.290375188651277,24.19936895722767,1.5410327911376953,2.036733553959773,0.967032967032967,0.9747172649638701,20.53656578063965,,7.03974547699321,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_tle.csv,22.09177017211914
gpt2,mean vs first,False,tle,TLE,13,1.7443398710827178,2.2812221441166787,5.554112721358216,0.218597412109375,0.366296914907602,0.9835164835164836,0.9949598211385757,4.5860209465026855,4.589332103729248,0.07214900015346208,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_tle.csv,
gpt2,mean vs last,True,tle,TLE,13,2.828561412014037,2.816320369268684,5.8030377748041015,0.24718666076660512,0.42367949852576664,0.9945054945054945,0.9963635804331591,4.5860209465026855,,3.605769592164968,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_tle.csv,4.757567882537842
bert-base-uncased,mean vs first,True,twonn,TwoNN,13,7.001799169711874,7.365925853899741,16.464895469395092,0.5404353141784668,0.8924652613126317,0.9835164835164836,0.9950857655430301,20.36986923217773,20.145421981811523,1.1141352639267206,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_twonn.csv,
bert-base-uncased,mean vs last,False,twonn,TwoNN,13,2.1412810452817235,3.2652011382370514,16.191103519724106,0.18071556091308238,0.5400371184715852,0.9945054945054945,0.995454841180224,20.36986923217773,,0.8951121174053769,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_twonn.csv,20.18915367126465
gpt2,mean vs first,False,twonn,TwoNN,13,3.85561169864512,3.504585529690373,7.443982976520753,0.4250774383544922,0.4141005919529842,0.9835164835164836,0.9922477918576263,7.9038896560668945,7.832741260528564,0.9083460460626753,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_twonn.csv,
gpt2,mean vs last,True,twonn,TwoNN,13,2.0246541363050867,3.3888458074860868,12.723091894271102,0.22158241271972834,0.29217677849989643,0.9945054945054945,0.9975813485186823,7.9038896560668945,,6.987763086665813,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_twonn.csv,7.387657642364502
bert-base-uncased,mean vs first,True,vmf_kappa,vMF kappa,13,0.755480837337111,0.7564896014925536,1.1218343180647352,3.508209228515625,3.782228910006005,1.0,0.9999081968450744,546.1100463867188,542.8397216796875,0.6024475690378761,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_vmf_kappa.csv,
bert-base-uncased,mean vs last,False,vmf_kappa,vMF kappa,13,1.5008871889191793,1.5483740697559902,2.3575815084202487,7.77789306640625,7.218372051532452,1.0,0.9998246837567204,546.1100463867188,,1.516380646022109,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_vmf_kappa.csv,537.95263671875
gpt2,mean vs first,False,vmf_kappa,vMF kappa,13,2.7301885025198454,3.3140380054376073,8.322148380779465,38.7801513671875,221.57993727463943,1.0,0.9999971624265471,30352.74609375,28020.8125,8.322148380779465,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_vmf_kappa.csv,
gpt2,mean vs last,True,vmf_kappa,vMF kappa,13,0.6166544251692232,0.8876180040224526,4.266444505629099,7.692626953125,47.77388822115385,1.0,0.9999966308654121,30352.74609375,,1.4947618681189263,/home/ldomenichelli/linguistic_profiling_of_transformer/plots_extra/metrics/all_tokens/tables/alltokens_vmf_kappa.csv,30813.33203125
