subset,model,feature,class,metric,layer,mean,ci_low,ci_high,n_tokens,word_rep_mode,source_csv
raw,gpt2,pos,ADJ,pca99,0,583.4199829101562,580.0,586.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,1,516.5999755859375,514.2249755859375,518.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,2,530.780029296875,529.0,532.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,3,580.739990234375,580.0,582.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,4,614.5,614.0,615.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,5,629.7999877929688,629.0,630.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,6,640.1400146484375,640.0,641.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,7,649.0399780273438,648.2249755859375,650.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,8,658.7000122070312,658.0,659.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,9,666.9400024414062,666.0,667.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,10,672.9199829101562,672.0,673.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,11,678.239990234375,678.0,679.0,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADJ,pca99,12,247.10000610351562,236.0,259.7749938964844,12350,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADP,pca99,0,70.80000305175781,67.2249984741211,73.7750015258789,17040,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADP,pca99,1,243.33999633789062,241.0,247.0,17040,last,en_ewt-ud-train_sentences.csv
raw,gpt2,pos,ADP,pca99,2,297.32000732421875,295.0,301.0,17040,last,en_ewt-ud-train_sentences.csv
